USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
ccpfoKKTTwR0ZdnqXNDe500l55d2,112-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578387336259,1578388305814,969555,true,07/01/2020,126-ccpfoKKTTwR0ZdnqXNDe500l55d2,7,1578387336271
ccpfoKKTTwR0ZdnqXNDe500l55d2,113-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578388305826,1578388560218,254392,true,07/01/2020,127-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578388305850
ccpfoKKTTwR0ZdnqXNDe500l55d2,114-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578388560224,1578388620283,60059,true,07/01/2020,128-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578388560229
ccpfoKKTTwR0ZdnqXNDe500l55d2,115-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578388620292,1578388662906,42614,true,07/01/2020,129-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578388620312
ccpfoKKTTwR0ZdnqXNDe500l55d2,116-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578388662911,1578389260574,597663,true,07/01/2020,130-ccpfoKKTTwR0ZdnqXNDe500l55d2,7,1578388662915
ccpfoKKTTwR0ZdnqXNDe500l55d2,116-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578388662911,1578389260574,597663,true,07/01/2020,131-ccpfoKKTTwR0ZdnqXNDe500l55d2,7,1578388717759
ccpfoKKTTwR0ZdnqXNDe500l55d2,117-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,true,1578389260581,1578390998683,1738102,true,07/01/2020,132-ccpfoKKTTwR0ZdnqXNDe500l55d2,0,1578389260585
ccpfoKKTTwR0ZdnqXNDe500l55d2,118-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578390998692,1578391818497,819805,true,07/01/2020,133-ccpfoKKTTwR0ZdnqXNDe500l55d2,7,1578390998696
ccpfoKKTTwR0ZdnqXNDe500l55d2,119-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578391818500,1578394765058,2946558,false,07/01/2020,134-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578391818518
ccpfoKKTTwR0ZdnqXNDe500l55d2,120-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578394765063,1578394824891,59828,false,07/01/2020,135-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578394765068
ccpfoKKTTwR0ZdnqXNDe500l55d2,121-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578394824893,1578394840395,15502,true,07/01/2020,136-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578394824900
ccpfoKKTTwR0ZdnqXNDe500l55d2,122-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578394840398,1578394900325,59927,false,07/01/2020,137-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578394840402
ccpfoKKTTwR0ZdnqXNDe500l55d2,123-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578394900328,1578394946534,46206,true,07/01/2020,138-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578394900335
ccpfoKKTTwR0ZdnqXNDe500l55d2,124-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578394946537,1578395006389,59852,false,07/01/2020,139-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578394946541
ccpfoKKTTwR0ZdnqXNDe500l55d2,125-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578395006392,1578395066411,60019,true,07/01/2020,140-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578395006400
ccpfoKKTTwR0ZdnqXNDe500l55d2,126-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578395066413,1578395126271,59858,false,07/01/2020,141-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578395066417
ccpfoKKTTwR0ZdnqXNDe500l55d2,127-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578395126273,1578395136321,10048,true,07/01/2020,142-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578395126282
ccpfoKKTTwR0ZdnqXNDe500l55d2,128-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578395136323,1578395196304,59981,false,07/01/2020,143-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578395136327
ccpfoKKTTwR0ZdnqXNDe500l55d2,129-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578395196307,1578395216404,20097,true,07/01/2020,144-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578395196322
ccpfoKKTTwR0ZdnqXNDe500l55d2,130-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578395216406,1578395276265,59859,false,07/01/2020,145-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578395216409
ccpfoKKTTwR0ZdnqXNDe500l55d2,131-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578395276268,1578395648914,372646,true,07/01/2020,146-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578395276276
