USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
t5wjYo5jcbWUFANDvIy8KuUk6Jo1,1-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,false,false,1577710197339,1577711421910,1224571,true,30.12.19,1-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,8,1577710197348
t5wjYo5jcbWUFANDvIy8KuUk6Jo1,1-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,false,false,1577710197339,1577711421910,1224571,true,30.12.19,2-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,7,1577711065900
t5wjYo5jcbWUFANDvIy8KuUk6Jo1,1-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,false,false,1577710197339,1577711421910,1224571,true,30.12.19,3-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,7,1577711359167
t5wjYo5jcbWUFANDvIy8KuUk6Jo1,2-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,true,false,1577711421915,1577712185963,764048,true,30.12.19,4-t5wjYo5jcbWUFANDvIy8KuUk6Jo1,3,1577711421934
