USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
sgLhadXA2mQ3qT7XREBhDie2hnv2,18-sgLhadXA2mQ3qT7XREBhDie2hnv2,true,false,1578602471373,1578653460130,50988757,false,09/01/2020,21-sgLhadXA2mQ3qT7XREBhDie2hnv2,3,1578602471384
sgLhadXA2mQ3qT7XREBhDie2hnv2,19-sgLhadXA2mQ3qT7XREBhDie2hnv2,false,false,1578653460163,1578657474640,4014477,true,10/01/2020,22-sgLhadXA2mQ3qT7XREBhDie2hnv2,11,1578653460183
sgLhadXA2mQ3qT7XREBhDie2hnv2,20-sgLhadXA2mQ3qT7XREBhDie2hnv2,true,false,1578657474662,1578658088165,613503,true,10/01/2020,23-sgLhadXA2mQ3qT7XREBhDie2hnv2,3,1578657474691
