USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
ccpfoKKTTwR0ZdnqXNDe500l55d2,81-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578226693941,1578227019761,325820,true,05/01/2020,94-ccpfoKKTTwR0ZdnqXNDe500l55d2,7,1578226693947
ccpfoKKTTwR0ZdnqXNDe500l55d2,82-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578227019767,1578227142520,122753,true,05/01/2020,95-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578227019784
ccpfoKKTTwR0ZdnqXNDe500l55d2,83-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578227142525,1578227202544,60019,true,05/01/2020,96-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578227142531
ccpfoKKTTwR0ZdnqXNDe500l55d2,84-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578227202547,1578227541481,338934,true,05/01/2020,97-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578227202563
ccpfoKKTTwR0ZdnqXNDe500l55d2,85-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578227541485,1578227601359,59874,false,05/01/2020,98-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578227541491
ccpfoKKTTwR0ZdnqXNDe500l55d2,86-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578227601361,1578227812300,210939,true,05/01/2020,99-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578227601372
ccpfoKKTTwR0ZdnqXNDe500l55d2,87-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578227812303,1578227872228,59925,false,05/01/2020,100-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578227812310
ccpfoKKTTwR0ZdnqXNDe500l55d2,88-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578227872232,1578227887297,15065,true,05/01/2020,101-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578227872251
ccpfoKKTTwR0ZdnqXNDe500l55d2,89-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578227887300,1578227947184,59884,false,05/01/2020,102-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578227887308
ccpfoKKTTwR0ZdnqXNDe500l55d2,90-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578227947186,1578227957231,10045,true,05/01/2020,103-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578227947194
ccpfoKKTTwR0ZdnqXNDe500l55d2,91-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578227957236,1578228017280,60044,true,05/01/2020,104-ccpfoKKTTwR0ZdnqXNDe500l55d2,11,1578227957244
ccpfoKKTTwR0ZdnqXNDe500l55d2,92-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578228017283,1578228034989,17706,true,05/01/2020,105-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578228017294
ccpfoKKTTwR0ZdnqXNDe500l55d2,93-ccpfoKKTTwR0ZdnqXNDe500l55d2,false,false,1578228034990,1578228192270,157280,true,05/01/2020,106-ccpfoKKTTwR0ZdnqXNDe500l55d2,7,1578228034995
ccpfoKKTTwR0ZdnqXNDe500l55d2,94-ccpfoKKTTwR0ZdnqXNDe500l55d2,true,false,1578228192274,1578238785384,10593110,false,05/01/2020,107-ccpfoKKTTwR0ZdnqXNDe500l55d2,3,1578228192292
