USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
mUOusa5bsXeg41djaDhRxfYvfbD2,22-mUOusa5bsXeg41djaDhRxfYvfbD2,true,false,1577879972481,1577903587222,23614741,false,01/01/2020,28-mUOusa5bsXeg41djaDhRxfYvfbD2,3,1577879972507
mUOusa5bsXeg41djaDhRxfYvfbD2,23-mUOusa5bsXeg41djaDhRxfYvfbD2,false,false,1577903587230,1577904274876,687646,true,01/01/2020,29-mUOusa5bsXeg41djaDhRxfYvfbD2,7,1577903587254
mUOusa5bsXeg41djaDhRxfYvfbD2,24-mUOusa5bsXeg41djaDhRxfYvfbD2,true,false,1577904274878,1577905431955,1157077,true,01/01/2020,30-mUOusa5bsXeg41djaDhRxfYvfbD2,3,1577904274897
mUOusa5bsXeg41djaDhRxfYvfbD2,25-mUOusa5bsXeg41djaDhRxfYvfbD2,false,true,1577905431966,1577906343307,911341,true,01/01/2020,31-mUOusa5bsXeg41djaDhRxfYvfbD2,0,1577905431979
mUOusa5bsXeg41djaDhRxfYvfbD2,26-mUOusa5bsXeg41djaDhRxfYvfbD2,true,false,1577906343310,1577916921257,10577947,false,01/01/2020,32-mUOusa5bsXeg41djaDhRxfYvfbD2,3,1577906343331
mUOusa5bsXeg41djaDhRxfYvfbD2,27-mUOusa5bsXeg41djaDhRxfYvfbD2,false,true,1577916921268,1577917224569,303301,true,01/01/2020,33-mUOusa5bsXeg41djaDhRxfYvfbD2,0,1577916921275
mUOusa5bsXeg41djaDhRxfYvfbD2,28-mUOusa5bsXeg41djaDhRxfYvfbD2,false,false,1577917224576,1577917961183,736607,true,01/01/2020,34-mUOusa5bsXeg41djaDhRxfYvfbD2,7,1577917224588
