USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
VHMg3PHwcNZbucJE3ViMbTOk0hr2,1-VHMg3PHwcNZbucJE3ViMbTOk0hr2,false,false,1577742842358,1577743025360,183002,true,30. 12. 2019,1-VHMg3PHwcNZbucJE3ViMbTOk0hr2,7,1577742842379
VHMg3PHwcNZbucJE3ViMbTOk0hr2,2-VHMg3PHwcNZbucJE3ViMbTOk0hr2,false,true,1577743025368,1577747214024,4188656,true,30. 12. 2019,2-VHMg3PHwcNZbucJE3ViMbTOk0hr2,0,1577743025382
