USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
fEqZO1a2dReGegsFgWzjMYpplXa2,1-fEqZO1a2dReGegsFgWzjMYpplXa2,false,false,1577719475449,1577719505667,30218,false,30.12.19,1-fEqZO1a2dReGegsFgWzjMYpplXa2,7,1577719475460
fEqZO1a2dReGegsFgWzjMYpplXa2,1-fEqZO1a2dReGegsFgWzjMYpplXa2,false,false,1577719475449,1577719505667,30218,false,30.12.19,2-fEqZO1a2dReGegsFgWzjMYpplXa2,7,1577719504657
