USER,SESSION,SESSION_SEDENTARY,SESSION_IN_VEHICLE,SESSION_START_TIMESTAMP,SESSION_END_TIMESTAMP,SESSION_DURATION,SESSION_SUCCESSFUL,SESSION_DATE,ACTIVITY,ACTIVITY_TYPE,ACTIVITY_TIMESTAMP
mUOusa5bsXeg41djaDhRxfYvfbD2,1-mUOusa5bsXeg41djaDhRxfYvfbD2,true,false,1578310752179,1578329579363,18827184,false,06/01/2020,1-mUOusa5bsXeg41djaDhRxfYvfbD2,3,1578310752186
mUOusa5bsXeg41djaDhRxfYvfbD2,1-mUOusa5bsXeg41djaDhRxfYvfbD2,true,false,1578310752179,1578329579363,18827184,false,06/01/2020,2-mUOusa5bsXeg41djaDhRxfYvfbD2,3,1578317286451
